,APPLICATION TYPE,PERMIT,APPL INIT DATE,ISSUE DATE,APPL FINAL DATE,APPLICANT NAME,ASSESSOR INFO NUMBER,STATISTICAL CLASS CODE,DWELLING ADDED/REMOVED,# OF BUILDING,SQFT,VALUATION,CMP CODE,PERMIT TYPE,COMBINED ADDRESS,WORK DESCRIPTION,PERMIT SUBTYPE,PERMIT STATUS,STATUS DATE
3608,BL,107200040,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,4,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #5       HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
3969,BL,107200043,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,12,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #12      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
4542,BL,107200042,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,16,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #11      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
4650,BL,107200030,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,6,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #10      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
4823,BL,1103100059,03/10/2011 12:00:00 AM,03/10/2011 12:00:00 AM,05/12/2011 12:00:00 AM, SCHWAB                             JOHN            ,5803027062,21,0,     ,380,6000,0, AR ,2704          FRANKLIN                    ST   W                 LCNT  91214," REMOVE AND REPLACE ROOF DECK, NEW PLYWOOD AND INSTALL 2 NEW  . RETROFIT DOORS                                               .                                                              ",,,
5289,BL,1106210040,06/21/2011 12:00:00 AM,06/21/2011 12:00:00 AM,06/08/2012 12:00:00 AM, SAME AS OWNER                                      ,5867013017,21,0,     ,0,25000,0, AR ,2403          ROCKDELL                    ST                     LACO  91214," REMODEL REPLACE WINDOWS, REPLACE FOUNDATION AT BATH. REPLACE . WOOD SHAKE WITH SIDEING ADD DOOR TO BATH AND RELOCATION W.C. .                                                              ",,,
5298,BL,405210056,05/21/2004 12:00:00 AM,05/21/2004 12:00:00 AM,05/04/2005 12:00:00 AM, STEPHENS                           JULIAN        D ,4224005903,21,6,8,350,5000,1, AR ,4157          VIA MARINA                            BLDG 5       VENC  90292," REPLACE WINDOWS, REMOVE APPROX. 350 SQ FT OF WOOD SIDING FOR . RETROFIT ASSESSMENT, WATER TEST WINDOW ASSEMBLY              .                                                              ",,,
5473,BL,107200037,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #17      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
5565,BL,107200032,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #2       HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
5584,BL,107200038,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #18      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
6249,BL,107200044,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,12,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #13      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
6301,BL,702020018,02/02/2007 12:00:00 AM,02/02/2007 12:00:00 AM,, SAME AS OWNER                                      ,8030003048,21,0,     ,0,3000,0, AR ,14227          SYRACUSE                    DR                     WHIT  90604," REMOVE FLOORS & REPAIR 3-NEW CONCRETE PADS & WOOD FRAME; &   . NEW FOUR PAD 24X24X24X EVERY 5'6-1/2"" W/CB 44 SIMPSON END    . POST CAP & NEW FOUNDATION.                                   ",,,
6595,BL,1309200022,09/20/2013 12:00:00 AM,09/20/2013 12:00:00 AM,11/12/2013 12:00:00 AM, MIRZAKMANIAN                       EDWARD          ,8729011012,21,      ,     ,0,5200,0, AR ,17502          HEMPHILL                    ST                     LPUE  91744, INSTALL 12 RETROFIT WINDOWS AND REPLACE WOOD SIDING TO       . STUCCO                                                       .                                                              ,,,
7015,BL,303270025,03/27/2003 12:00:00 AM,03/27/2003 12:00:00 AM,, CYPRUS KIP                                         ,6150001007,21,1,     ,0,6000,1, AR ,1916          124TH                       ST   E                 COMP  90222," NEW ROOF RAFTER, PLYWOOD AND COVERING, AND NEW FOUNDATION    . FOR LAUNDRY ROOM.                                            .                                                              ",,,
7146,BL,107200036,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #16      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
7176,BL,1001110043,01/11/2010 12:00:00 AM,01/11/2010 12:00:00 AM,, SOUTH LA DEVELOPMENT GROUP INC                     ,6150030007,21,0,2,868,10000,0, AR ,2434          124TH                       ST   E                 COMP  90222," C/O 8 WINDOWS (SAME SIZE AS EXISTING), STUCCO WOOD SIDING    . REMODEL KITCHEN & BATH (NON STRUCTURAL), T/O & INSTALL       . 15LB FELT & 30YR TIMBERLINE COMP SHINGLES, FOUNDATION        ",,,
7496,BL,107200046,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,12,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #15      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
8014,BL,1104260062,04/26/2011 12:00:00 AM,05/24/2011 12:00:00 AM,, SAME AS OWNER                                      ,6131006026,21,0,     ,0,40000,0, AR ,247          138TH                       ST   E                 LOSA  90061," REMOVE PATIO COVER,INSTALL (12) RETROFIT WINDOWS,            . TEAR OFF AND REPAIR WOOD,INSTALL COMP SHINGLES SFD &         . GARAGE,REMODEL/REHAB (2) BATHS ANS KITCHEN, RE-STUCCO SFD    ",,,
8874,BL,107200035,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #9       HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
8951,BL,107200045,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,12,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #14      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
9132,BL,107200004,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,6,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #1       HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
9332,BL,107200039,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #19      HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
9398,BL,107200033,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,8,     ,0,4000,2, AR ,14814          GALE                        AV   E    BLD #4       HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
9811,BL,608170062,08/17/2006 12:00:00 AM,08/17/2006 12:00:00 AM,, SAME AS OWNER                                      ,6150030026,21,0,     ,0,10000,0, AR ,12433          MONA                        BL   S                 COMP  90222," REMODEL EXIST.SFD,(REPAIR FLOOR FOUNDATION APPROX. 10 PICS   . PLYWOOD, FOR BATHROOM & KITCHEN,& WATER HEATER ENCLOSURE).   .                                                              ",,,
10018,BL,107200047,07/20/2001 12:00:00 AM,07/20/2001 12:00:00 AM,, OPFELL                             JON             ,8217028018,21,0,     ,0,4000,2, AR ,14814          GALE                        AV   E    CLUB HOUSE   HACH  91745, PARTIAL RETROFIT OF EXIST DELAMINATING COMPOSITE LAP SIDING  . W/TRU WOOD CHANNEL RUSTIO-LAPING SIDING (VARIOUS LOCATIONS)  .                                                              ,,,
10899,BL,1507130053,07/13/2015 12:00:00 AM,07/13/2015 12:00:00 AM,09/09/2015 12:00:00 AM, EDWARD                                             ,8243028010,21,      ,     ,0,9000,0, AR ,1779          CHARLEMONT                  AV                     HACH  91745, T/O AND RE-ROOF COMP-SHINGLES TIMBERLINE SFR AND ATTACH      . GARAGE REPLACING DAMAGE PLYWOOD OSB 18 SQUARES. REPLACING    . 8 RETROFIT WINDOWS SAME LOCATION SAME SIZE.                  ,,,
11630,BL,1301080070,01/08/2013 12:00:00 AM,01/08/2013 12:00:00 AM,02/28/2013 12:00:00 AM, CLARK                                              ,7348003022,21,0,     ,0,10000,0, AR ,20907          CONRADI                     AV                     TORR  90502," RE-ROOF, INSTALL COMP SHINGLES WITH 15# FELT,STUCCO,REPLACE  . (10) WINDOWS RETROFIT VINYL WINDOWS,REMOVE WOOD SIDING ON    . GARAGE AND BATHROOM WALL,REPLACE STRUC PLY,TILE BACKBRD AND  ",,,
12055,BL,410080021,10/08/2004 12:00:00 AM,10/08/2004 12:00:00 AM,07/08/2005 12:00:00 AM," ALVAREZ, DAVID                                     ",5230012007,21,0,     ,350,55000,1, RR ,1080          EASTMAN                     AV   N                 LOSA  90063, NEW 350 SQ FT AREA IN CRAWL SPACE (BEDRM/BATH)/NEW STAIRS    . (N SIDE-EXTERIOR)-WOODEN STAIRCASE N SIDE RETROFIT           .                                                              ,,,
12329,BL,504200039,04/20/2005 12:00:00 AM,04/20/2005 12:00:00 AM,11/02/2005 12:00:00 AM, GALKOS CONSTRUCTION*                               ,5008004009,21,0,     ,266,10000,1, RR ,4057          CHARLENE                    DR                     LOSA  90043, BUILD 266.5 SQFT PATIO ENCLOSURE (ICBO# 3190-P) TO BE        . SUPPORTED ON NEW MASONRY WALL FOUNDATION & WOOD FLOOR        .                                                              ,,,
12581,BL,810010019,10/01/2008 12:00:00 AM,10/22/2008 12:00:00 AM,11/16/2010 12:00:00 AM, SAME AS OWNER                                      ,6045001271,22,0,     ,1300,65000,9, CR ,8627          FIR                         AV   S                 LOSA  90002," REPLACE ALL DRYWALL,INSULATION,CHANGE DOORS,& WINDOWS-SAME   . SIZE,DISABLED ACCESS RETROFIT,SUSPENDED CEILING NEW FLOORING . REPLACE TERMITE DAMAGED WOOD.                                ",,,
12677,BL,1211150067,11/15/2012 12:00:00 AM,11/15/2012 12:00:00 AM,05/28/2013 12:00:00 AM, SAME AS OWNER                                      ,6076029001,21,0,2,0,10000,0, AR ,11201          RAYMOND                     AV                     LOSA  90044," REMODEL- KITCHEN CABINETS & COUNTERTOPS FLOORING (TILE),     . REPLACE ROTTED WOOD FACIA, C/O 13 WINDOW (RETROFIT)          .                                                              ",,,
41,,96016-10000-01335,,9/26/1996,,,,,,,,40000,,Bldg-Alter/Repair,2000 N DE MILLE DR 90027,"Apply 1/2"" Cdx Ply, Replace Existing Felt. Use Existg Roofg Mtrl. Replace Existing Felt, Apply New 1/2"" Cdx Plywood. Use Same Existing Roofing Material. Retrofit Foundation As Per City Standards.",1 or 2 Family Dwelling,Permit Expired,3/19/2008
199,,96016-20000-05718,,11/27/1996,,,,,,,,20000,,Bldg-Alter/Repair,6541 N LASAINE AVE 91406,"Add Beam @ Family Room/Voluntary R/R Stucco Over 1/2"" St. I Plywood",1 or 2 Family Dwelling,Permit Closed,1/28/1997
272,,96016-30000-07628,,12/19/1996,,,,,,,,75000,,Bldg-Alter/Repair,4351 W MORRO DR 91364,"Eq Repair: Repair/Replace Rafters, Retrofit Wood Deck, Replace Piers. Repair Bathrooms, Replace Window",1 or 2 Family Dwelling,Permit Closed,9/18/1997
320,,97016-30000-00577,,1/10/1997,,,,,,,,30000,,Bldg-Alter/Repair,8706 W LOOKOUT MOUNTAIN AVE 90046,E.Q. Repairs Per Engineers Report. Provide Plywood Shear Panels Remove And Replace Portion Of Foundation And Slab On Grade. R&R Windows And Remove Plaster And Replace W/Gyp. Board.,1 or 2 Family Dwelling,Permit Closed,12/8/1999
406,,97016-30000-01728,,2/4/1997,,,,,,,,30000,,Bldg-Alter/Repair,544 N BELLAGIO TER 90049,Structural/Non-Struc Interior Remodel Of Kitchen And Bath; Add Plywood To Various Walls (Voluntary); Convert Sunroom Into Habitable Space,1 or 2 Family Dwelling,Permit Closed,7/20/1999
574,,97016-30000-05908,,3/18/1997,,,,,,,,10000,,Bldg-Alter/Repair,11982 W BRENTRIDGE LANE 90049,"Amend To Permit #96wl40575; At Portion Of Sfd Strip Exterior Plaster, Add Plywood (Voluntary Work) And Restucco;",1 or 2 Family Dwelling,Permit Finaled,7/29/2005
605,,97016-20000-06515,,3/21/1997,,,,,,,,301,,Bldg-Alter/Repair,166 N ALTA VISTA BLVD 90036,Revise Structural Details At Floor And Foundation For 2nd Story Addition Started Under Permit #96vn10787. Replace Shear Wall Plywood Nailing From 10d Commons To 16d Sinkers Per Engineer.,1 or 2 Family Dwelling,Permit Closed,7/19/1999
768,,97016-30000-09335,,4/25/1997,,,,,,,,7500,,Bldg-Alter/Repair,712 N AMALFI DR 90272,"Remove Shakes And Install 1/2"" Cdx Plywood & Install Over Fiberglass Comp Elk, Voluntary Insulate With R19 Materials.",1 or 2 Family Dwelling,Permit Closed,7/19/1999
1342,,97016-30000-03373,,8/5/1997,,,,,,,,4500000,,Bldg-Alter/Repair,5301 N BALBOA BLVD 91316,"Remove And Replace Existing Finishes, Waterproof Deck Over Garage, Add Extra Drains On Existing Roofs, Remove And Replace All Exterior Slidi Ng Glass Doors And Windows. Provide New Plywood Sheathing On Some Ext Erior Walls (Voluntary Retrofit). Work On Buildings A Thru R (17 Buil Dings).",Apartment,Permit Finaled,5/3/2000
1800,,97016-30000-26136,,11/6/1997,,,,,,,,40000,,Bldg-Alter/Repair,9728 W WENDOVER DR 90210,"Remodel Kitchen, 2 Bathrooms; Install New Hardwood Flooring . In Family,Dining, Hallway, Master Bedroom, Replace 3 Doors And 7 Winows; Repair Crack In Conc. Floor Slab/Foundation.; Enclose Opening Between Master Bedroom & Sitting.; Install New Door In Sitting Room. Electrical/Plumbing",1 or 2 Family Dwelling,Permit Closed,7/26/1999
2265,,97010-10001-03336,,2/27/1998,,,,,,,,2000,,Bldg-Alter/Repair,22668 W MACFARLANE DR 91364,"Revision On Permit#97la69808, To Change Flr. To Conc. Slab, And Infill The Door & Change The Window To A Door And Replace Foundation And Wood Studs Wall To Ret. Wall Per Engineering Plans And Details, No Change On Height Of The Bldg. Or Plot Plan.",1 or 2 Family Dwelling,Permit Finaled,12/19/2006
2287,,98016-50000-03956,,3/4/1998,,,,,,,,1500,,Bldg-Alter/Repair,840 1/2 W 62ND ST 1-4 90044,Stucco Over Wood Siding And Move Entry Door To Opposite Wall Of Living Room Of Existing Sfd. Foundation Retrofit Per City Standard.,1 or 2 Family Dwelling,Permit Finaled,6/26/2000
2297,,98016-20000-04183,,3/6/1998,,,,,,,,3000,,Bldg-Alter/Repair,2251 N LYRIC AVE 90027,"Color Coat Stucco & Voluntary Upgrade With 1/2"" Plywood Less Than 10% Damage.",1 or 2 Family Dwelling,Permit Closed,3/20/1998
2333,,98016-30000-04225,,3/11/1998,,,,,,,,10000,,Bldg-Alter/Repair,311 S ANITA AVE 90049,"Voluntary Seismic Retrofit To Sfd. Add 2 Steel Columns 4""X8""X1/2"". And Grade Beam. Add Shear Wall 16' Long Between Garage And Main House, Repair Wood Siding Whole House.",1 or 2 Family Dwelling,Permit Finaled,5/5/2000
2528,,98016-30000-06796,,4/13/1998,,,,,,,,145000,,Bldg-Alter/Repair,2203 S MARIAN PL 90291,"Water Damage Repairs. New Hardwood Floors, Rebuild Carpentry Repaint, Relevel 3 Foundation Piers, Rebuild Bathroom Interior Partitions,(Same Place), Replace 1-Set Of Existing French Doors. All Per Type-V Sheet Seismic Gas Shut Off Valve Req",1 or 2 Family Dwelling,Permit Closed,8/11/1999
2562,,98016-70000-06961,,4/20/1998,,,,,,,,5000,,Bldg-Alter/Repair,1613 S 5TH AVE 90019,Address Includes 1613-1613 1/2-1615-1615 1/2 5th Ave. Install Fa Foundation Connectors Every 4' O/C & Add Plywood,Apartment,Permit Closed,10/10/1998
2654,,98016-20000-08843,,5/8/1998,,,,,,,,5000,,Bldg-Alter/Repair,19339 W ESPINOSA ST 91356,Voluntary Earthquake Retrofit -- Sfd -- Add Plywood Shearwalls,1 or 2 Family Dwelling,Permit Closed,6/18/1999
2944,,98016-30000-09236,,6/24/1998,,,,,,,,35000,,Bldg-Alter/Repair,2400 N BENEDICT CANYON DR 90210,Underpinning Of Existing Foundation. New Wood Deck On Piles And Grade Bms. Attached To Dwlg.,1 or 2 Family Dwelling,Permit Closed,8/6/1999
3164,,98016-10000-15092,,7/30/1998,,,,,,,,301,,Bldg-Alter/Repair,1524 S ESSEX ST 90021,Revise Foundation Design To Accommodate A Wood Floor Frame.,Commercial,Permit Finaled,5/31/2001
3240,,98016-70000-15091,,8/11/1998,,,,,,,,15000,,Bldg-Alter/Repair,501 N HELIOTROPE DR Bldg 2 0.0,"Earthquake Damaged Apt, Nail Plywood, Met Fastners, Conc Ftg'S (Volunteer). Address Includes 501 N. Heliotrope Dr Aka 507 N. Heliotrope Dr ""Full Seismic Analysis"" 2 Of 2 =$15,000 Tv= $30,000",Apartment,Issued,8/11/1998
3245,,98016-70000-13387,,8/11/1998,,,,,,,,15000,,Bldg-Alter/Repair,501 N HELIOTROPE DR Bldg 1 nan,"Earthquake Damaged Apt, Nail Plywood, Met Fastners, Conc Ftg'S (Volunteer). Address Includes 501 N. Heliotrope Dr Aka 507 N. Heliotrope Dr ""Full Seismic Analysis"" 1 Of 2 =$15,000 Tv= $30,000",Apartment,Issued,8/11/1998
3351,,98016-20000-18245,,8/31/1998,,,,,,,,8500,,Bldg-Alter/Repair,17601 W ROSCOE BLVD 91325,"T/O (E) Wood Siding, Add 1/2"" Thk Str. Ii (Cdx) P.W. W/8d Nails @ (6"",6"",12"") & Add Approved Vinyl Siding (Voluntary Work Only).",1 or 2 Family Dwelling,Permit Closed,9/9/1999
3392,,98016-30000-18864,,9/9/1998,,,,,,,,5000,,Bldg-Alter/Repair,12107 W NAVY ST 90066,Voluntary Upgrade To Foundation And Plywood Of Exterior Walls And Some Interior Walls To Create Shearwalls.,1 or 2 Family Dwelling,Permit Finaled,1/25/2002
3420,,98016-70000-19365,,9/15/1998,,,,,,,,20000,,Bldg-Alter/Repair,221 W 52ND ST 90037,"Replace The Entire Perimeter Foundation, Alternate 4-Ft Sections Per Type V Sheet; Reroof: Tear-Off, 1/2"" Cdx Plywood, Class A Fiberglass Shingles; Replace 6 Windows (Same Size); Replace Front & Rear Doors;Re Place Kitchen Cabinets/Counters; Rewire Electrical Circuits, New Plumb Ing Fixtures, Replace Waste Lines; Upgrade Electrical. Replace: Wall H Eater & Water Heater.",1 or 2 Family Dwelling,Permit Finaled,12/29/1999
3542,,98016-50000-21436,,10/7/1998,,,,,,,,5500,,Bldg-Alter/Repair,1314 W 36TH ST 90007,Earthquake Retrofit Per La City Standard Plan. Stucco Over Woodsiding,1 or 2 Family Dwelling,Permit Finaled,5/9/2006
3694,,98016-70000-23450,,10/30/1998,,,,,,,,3500,,Bldg-Alter/Repair,1241 S CRENSHAW BLVD 90019,Comply With Pace Program Otc Dated 11-28-98; Repair: Broken Wood Siding; Damaged Guardrails/Handrails; Repair Chimney And Foundation Non-Structural Cracks.,1 or 2 Family Dwelling,Permit Expired,1/8/2007
3724,,98010-20001-00699,,11/6/1998,,,,,,,,10200,,Bldg-Alter/Repair,18644 W CLARK ST 91356,See 98vn35714 (98010-20000-00699) For Foundation Only Permit -- This Permit To Renew 92vn16622 10-Unit Condominium 3-Story Over Parking Garage Basement Permit & To Comply With Current Seismic Code For Wood Frame Construction,Apartment,Permit Finaled,6/12/2001
3802,,98016-10000-22935,,11/17/1998,,,,,,,,10000,,Bldg-Alter/Repair,640 S ORANGE DR 90036,"Repair Foundation Stem Wall @ East Side Of Exterior Wall, Replace Roof, Ceiling And Termite Damaged Wall Framing, And Upgrade Exterior Shearwall Sheathing. New Asphalt Compo Shingle Roofing, With 1/2"" Cdx Plywood.",1 or 2 Family Dwelling,Permit Closed,12/15/1999
