,APPLICATION TYPE,PERMIT,APPL INIT DATE,ISSUE DATE,APPL FINAL DATE,APPLICANT NAME,ASSESSOR INFO NUMBER,STATISTICAL CLASS CODE,DWELLING ADDED/REMOVED,# OF BUILDING,SQFT,VALUATION,CMP CODE,PERMIT TYPE,COMBINED ADDRESS,WORK DESCRIPTION,PERMIT SUBTYPE,PERMIT STATUS,STATUS DATE
2806,BL,304240019,04/24/2003 12:00:00 AM,04/24/2003 12:00:00 AM,02/06/2004 12:00:00 AM, SAME AS OWNER                                      ,8110020010,21,0,1,2600,5600,1, AR ,229          CLOGSTON                    DR                     LPUE  91746, INSPECT/ REROOF OF EXPIRED PERMIT # BL9701060008 STEEL ROOF  . COMP SHINGLE                                                 .                                                              ,,,
2861,BL,1310150046,10/15/2013 12:00:00 AM,10/15/2013 12:00:00 AM,01/15/2014 12:00:00 AM, LANG                               JON             ,6201033008,21,      ,     ,0,18500,0, AR ,2644          GRAND                       AV                     WALP  90255," REMOVE (E) ALUMINUM AND WOOD SIDING, INSULATE WALLS          . (EXTERIOR), REPLACE STEEL WINDOWS WITH NEW DUAL GLAZED       . VINYL WINDOWS (10). STUCCO EXTERIOR OF SFD                   ",,,
2925,BL,1003010002,03/01/2010 12:00:00 AM,03/01/2010 12:00:00 AM,04/27/2010 12:00:00 AM, JUAN TAPIA                                         ,4458038010,22,0,     ,0,7800,0, AR ,24255  #27     PACIFIC COAST               HW        THORTON      MALI  90263, REPAIR STRUCTURAL STEEL BEAM UNDER PEDESTRIAN BRIDGE @       . THORTON ADMIN BUILDING                                       .                                                              ,,,
2941,BL,111090013,11/09/2001 12:00:00 AM,11/09/2001 12:00:00 AM,01/15/2002 12:00:00 AM, CHOW                               HENRY           ,2424043017,22,0,     ,200,10000,25, CR ,20          S.C.                                               WHOL       , STEEL FRAME CHRISTMAS TREE IN FRONT OF QUEUE                 .                                                              .                                                              ,,,
2955,BL,1409040063,09/04/2014 12:00:00 AM,09/04/2014 12:00:00 AM,11/12/2014 12:00:00 AM, SAME AS OWNER                                      ,5241022019,21,      ,     ,0,1000,0, AR ,1461          DOWNEY                      RD   S                 LOSA  90023, REMOVE UNPERMITTED 943SF DETACHED STEEL FRAMED PATIO COVER   . AT REAR OF PROPERTY.                                         .                                                              ,,,
3190,BL,503240019,03/24/2005 12:00:00 AM,03/24/2005 12:00:00 AM,, SAME AS OWNER                                      ,5242014039,21,0,     ,0,2000,1, AR ,4074          OLYMPIC                     BL   E                 LOSA  90023, REMOVE 24' X 29' UNPERMITTED STEEL CANOPY AND UNPERMITTED    . 20' BLOCK WALL                                               .                                                              ,,,
3368,BL,712030033,12/03/2007 12:00:00 AM,12/03/2007 12:00:00 AM,12/05/2007 12:00:00 AM, SAME AS OWNER                                      ,6060012022,21,0,     ,0,6500,0, AR ,10529 -33  BUDLONG                     AV                     LOSA  90044, REMOVE OLD WOOD STAIRS & REPLACE W/ PRE-CAST CONCRETE STEPS  . & STEEL STRINGERS & STEEL RAILING.                           .                                                              ,,,
3376,BL,811120046,11/12/2008 12:00:00 AM,03/11/2009 12:00:00 AM,05/14/2009 12:00:00 AM, WARNE                              BRANDON         ,3001014042,21,0,     ,710,32700,1, RR ,2208          AVENUE N-4                       W                 PALM  93551, STEEL STORAGE BUILDING                                       .                                                              .                                                              ,,,
3782,BL,506160147,06/16/2005 12:00:00 AM,12/28/2005 12:00:00 AM,, REYES                              ROBERT        A ,3213016029,21,0,     ,1638,27000,1, RR ,10262          SIERRA                      HW                     LACO  91350," ADD STEEL GARAGE TO EXISTING GUEST HOUSE     1,638 SQ FT     .                                                              .                                                              ",,,
3792,BL,1007120014,07/12/2010 12:00:00 AM,07/28/2010 12:00:00 AM,, DIANKOV                            NIKOLYA         ,5379036001,21,0,     ,0,21000,0, AR ,9146          HUNTINGTON                  DR                     SGAB  91775, NEW STEEL COLUMNS WITH PAD FOOTINGS AND GRADE BEAM IN        . GARAGE                                                       .                                                              ,,,
3912,BL,911170029,11/17/2009 12:00:00 AM,11/17/2009 12:00:00 AM,12/15/2009 12:00:00 AM, JACK WILLIAMS                                      ,7351032034,22,0,     ,0,7000,0, CR ,711          KNOX                        ST   W                 GARD  90248," STRUCTURAL STEEL AROUND EXIST OPENING, VOLUNTARY WORK DONE   . BY OWNER                                                     .                                                              ",,,
3916,BL,1510200033,10/20/2015 12:00:00 AM,10/20/2015 12:00:00 AM,02/26/2016 12:00:00 AM, NELSON ESCOBAR                                     ,5010005018,21,      ,     ,0,2700,0, AR ,5009          PARKGLEN                    AV                     LOSA  90043, REPLACE HANDRAIL W/STEEL HAND RAILING AT FRONT PORCH OVER    . GARAGE                                                       .                                                              ,,,
4028,BL,1408080004,08/08/2014 12:00:00 AM,08/08/2014 12:00:00 AM,, SAME AS OWNER                                      ,5228004038,22,0,     ,0,1000,0, CR ,3900          CITY TERRACE                DR                     LOSA  90063, ONE NEW STEEL STORAGE CONTAINER                              .                                                              .                                                              ,,,
4340,BL,1206110099,06/11/2012 12:00:00 AM,06/11/2012 12:00:00 AM,06/20/2012 12:00:00 AM, LANSFORD                           ROBERT          ,5376014001,21,1,1,2400,14000,0, AR ,6764          KARIN                       PL                     SGAB  91775, REROOF 24 SQ OF DECRA SHAKE STEEL. APPLY 2X2X AND 1/4 BATTEN . HOUSE/GARAGE                                                 .                                                              ,,,
4376,BL,1112280028,12/28/2011 12:00:00 AM,01/19/2012 12:00:00 AM,03/28/2012 12:00:00 AM, BAUMHECKEL                         BOB             ,5801014016,22,0,     ,0,10000,0, AR ,4441          LA CRESCENTA                AV                     LACO  91214," REMOVE ""FISH NET"" CONCRETE FACADE & INSTALL STEEL STRUCTURE  . MEMBERS                                                      .                                                              ",,,
4437,BL,612080023,12/08/2006 12:00:00 AM,12/08/2006 12:00:00 AM,, TROXLER*                                           ,4224006902,22,0,1,80,8000,0, AR ,4333          ADMIRALTY                   WY        RESTAURANT   LOSA  90292, REMOVE & REPLACE DETERIORATED STEEL FRAMING & REPOUR BALCONY .                                                              .                                                              ,,,
4484,BL,1011220013,11/22/2010 12:00:00 AM,11/22/2010 12:00:00 AM,12/29/2010 12:00:00 AM, CRAWFORD                           MARK            ,2424043017,22,0,     ,0,25000,0, AR ,5454          BOB MARLEY                  AV                     WHOL       ," TEMP ""STEEL DECK"" EXTENSION TO BACKSTAGE DOCK                .                                                              .                                                              ",,,
4486,BL,1507220027,07/22/2015 12:00:00 AM,07/22/2015 12:00:00 AM,12/16/2015 12:00:00 AM, KYLE                               JEFF            ,5801010046,22,0,     ,0,2500,0, CR ,4456          CLOUD                       AV   N                 LACO  91214," REMOVE EXISTING BATHROOM, DRYWALL AND MISC STEEL STUDS       . DUE TO FIRE                                                  .                                                              ",,,
4493,BL,210080068,10/08/2002 12:00:00 AM,10/08/2002 12:00:00 AM,01/08/2004 12:00:00 AM, SAME AS OWNER                                      ,7570006010,21,0,     ,500,7800,1, RR ,27534          SUNNYRIDGE                  RD                     PALV       , STEEL WOOD DECK WITH CASSIONS (CANTILEVERED)                 .                                                              .                                                              ,,,
4586,BL,208070013,08/07/2002 12:00:00 AM,08/07/2002 12:00:00 AM,, CDC (MAUREEN AU)                                   ,6060015901,21,10,     ,0,100000,25, AR ,1100          106TH                       ST   W    UNIT #1      LACO  90044," STGTHN EXIS WOOD FRAMED SHEAR WALLS, STEEL FRAMES,ETC        .                                                              .                                                              ",,,
4647,BL,704120026,04/12/2007 12:00:00 AM,04/17/2007 12:00:00 AM,09/06/2007 12:00:00 AM, SAME AS OWNER                                      ,3110006004,21,0,     ,1500,44000,0, RR ,42913          45TH                        ST   W                 LACO  93536, CONSTRUCT NEW DETACHED STEEL BUILDING                        .                                                              .                                                              ,,,
4651,BL,801150026,01/15/2008 12:00:00 AM,01/15/2008 12:00:00 AM,03/24/2008 12:00:00 AM, SAME AS OWNER                                      ,8248032006,21,0,     ,0,5000,0, AR ,16719          WING                        LN                     LACO  91744, REPLACE CARPORT POST FROM WOOD TO STEEL                      .                                                              .                                                              ,,,
4664,BL,1004050021,04/05/2010 12:00:00 AM,04/06/2010 12:00:00 AM,, KWON ERIC                                          ,6137004062,22,0,     ,0,5000,0, AR ,15034          AVALON                      BL   S                 GARD  90248, PERMIT UNPERMITTED 4'X43' STEEL CANOPY.                      .                                                              .                                                              ,,,
4692,BL,606210008,06/21/2006 12:00:00 AM,08/02/2006 12:00:00 AM,, SAME AS OWNER                                      ,6056014026,21,0,     ,0,3000,0, AR ,9601          VERMONT                     AV   S                 LOSA  90044, REPAIR STEEL STAIRS TO EXIST COMM. BLDG.                     .                                                              .                                                              ,,,
4820,BL,9180061,09/18/2000 12:00:00 AM,09/18/2000 12:00:00 AM,05/02/2001 12:00:00 AM, MCCORMACK ROOFING*                                 ,8294028022,21,1,     ,0,9500,1, AR ,3310          PUNTA DEL ESTE              DR                     HACH  91745," DECRA STEEL ROOFING OVER FIBER FOIL INSULATION OVER WOOD     . SHINGLE, WOOD BATTONS PER ICBO#3409 1.5LB/SF                 .                                                              ",,,
4851,BL,408110029,08/11/2004 12:00:00 AM,08/11/2004 12:00:00 AM,08/23/2004 12:00:00 AM, MITIO                              JOHN            ,8435023016,21,1,     ,0,10000,1, AR ,4002          YALETON                     AV   N                 COVI  91722," GARAGE-REROOF OVER 1 LAYER OF COMP W/DECRA STEEL ROOFING SYS . HOUSE-TEAR OFF, REROOF W/ DECRA STEEL SHAKES ROOFING SYSTEM  .                                                              ",,,
4916,BL,509230028,09/23/2005 12:00:00 AM,09/23/2005 12:00:00 AM,10/25/2005 12:00:00 AM, CURTIS BURRIES                                     ,6049003030,21,0,     ,0,14000,0, AR ,1154          92ND                        ST   E                 LOSA  90002, REPAIR STUD WALL; REPLACE DAMAGED 4IN. STEEL COLUMN 14'X12'  .                                                              .                                                              ,,,
4933,BL,406300036,06/30/2004 12:00:00 AM,07/01/2004 12:00:00 AM,12/10/2004 12:00:00 AM," DELGADILLO, GUILLERMO J                            ",5240007002,21,2,     ,0,3000,1, AR ,710          FERRIS                      AV   S                 LOSA  90022, REPLACE EXISTING STAIR/W NEW STEEL STAIRCASE                 .                                                              .                                                              ,,,
4948,BL,709190019,09/19/2007 12:00:00 AM,09/26/2007 12:00:00 AM,10/23/2007 12:00:00 AM, P N G                                              ,2424043017,22,0,     ,0,7000,25, CR ,5515          JOHN COLTRANE               DR                     WHOL       , STAINLESS STEEL STOREFRONT RENOVATION AT CINEMAS.            .                                                              .                                                              ,,,
4958,BL,101310051,01/31/2001 12:00:00 AM,07/22/2002 12:00:00 AM,12/04/2002 12:00:00 AM, CDC (MAUREEN AU)                                   ,6047015900,21,0,     ,0,125000,25, RR ,1101         91  ST   W                 LACO       ," STGTHN EXIS WOOD FRAMED SHEAR WALLS, STEEL FRAMES,ETC        .                                                              .                                                              ",,,
5052,BL,602220047,02/22/2006 12:00:00 AM,05/15/2006 12:00:00 AM,03/27/2008 12:00:00 AM, SAME AS OWNER                                      ,8269028031,22,0,     ,2400,30000,25, CR ,2365          ANNADEL                     AV                     ROWH  91748, STEEL FREE STANDING BUILDING                                 .                                                              .                                                              ,,,
5097,BL,1512170050,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,01/25/2016 12:00:00 AM, PATER                              NATHAN          ,5279013011,21,      ,1,0,10000,0, AR ,8011          LINWALT                     ST                     ROSM  91770," TEAR-OFF/RE-ROOF 2000SF SFD ONLY WITH GERARD STEEL ROOFING   . PANELS, ESR#1491. REPLACE DAMAGE PLYWOOD SHEATHING. TORCH    . DOWN IN (2) SECTION AROUNG CHIMNEY.                          ",,,
5101,BL,812190020,12/19/2008 12:00:00 AM,12/22/2008 12:00:00 AM,03/30/2009 12:00:00 AM," TZENG, CHARLES                                     ",5232012013,22,0,     ,0,25000,0, CR ,3545          1ST                         ST   E                 LOSA  90063, (N) STEEL MOMENT FRAME TO REPLACE INTERIOR (E)WALL           .                                                              .                                                              ,,,
5227,BL,1202270018,02/27/2012 12:00:00 AM,03/26/2012 12:00:00 AM,04/10/2012 12:00:00 AM, THOMAS                                             ,3260013014,21,0,     ,403,13000,0, RR ,49250          52ND                        ST   W                 LACO  93536, ROOF MOUNTED SOLAR PANEL ON STEEL BUILDING 5.64 KW 24 PANELS .                                                              .                                                              ,,,
5337,BL,911300003,11/30/2009 12:00:00 AM,12/02/2009 12:00:00 AM,, SAME AS OWNER                                      ,6059009023,22,0,     ,715,84000,0, CR ,10410          WESTERN                     AV   S                 LOSA  90047, 955 X 10' HIGH BLOCK WALL AND 30' X 10' HIGH ELECTRIC STEEL  . GATE                                                         .                                                              ,,,
5408,BL,206170060,06/17/2002 12:00:00 AM,12/03/2002 12:00:00 AM,05/21/2003 12:00:00 AM, MARK MAYERS                                        ,3208032076,21,0,     ,1500,43050,1, RR ,32433          MICHIGAN                    AV                     ACTN  93510, STEEL BIULDING                                               .                                                              .                                                              ,,,
5414,BL,110040026,10/04/2001 12:00:00 AM,10/09/2001 12:00:00 AM,01/15/2003 12:00:00 AM, VERIZON WIRELESS  (HARRY HARRIS)                   ,5378010012,22,0,     ,0,10000,4, AR ,3675          HUNTINGTON                  DR                     PASD  91107, INSTALL GUARDRAIL AND STEEL PLATFORM                         .                                                              .                                                              ,,,
5498,BL,106200050,06/20/2001 12:00:00 AM,06/20/2001 12:00:00 AM,08/08/2001 12:00:00 AM, MURAKAMI                           MARK            ,7306017012,22,0,     ,670,6700,8, CR ,19501          SANTA FE                    AV   S                 COMP  90221, STEEL STUD FRAMED WALL & T-BAR CEILING A EXERCISING ROOM.    .                                                              .                                                              ,,,
5564,BL,1004020002,04/02/2010 12:00:00 AM,04/02/2010 12:00:00 AM,04/19/2010 12:00:00 AM, IMAGE FACTOR                                       ,2424043014,22,0,     ,0,2200,0, AR ,208          VEE                                                WHOL       , STAINLESS STEEL CLADDING ON INTERIOR COLUMN                  .                                                              .                                                              ,,,
5657,BL,503300014,03/30/2005 12:00:00 AM,03/30/2005 12:00:00 AM,, CLIFFORD DOUGLAS MASONRY                           ,5868017021,21,1,     ,3000,3800,1, AR ,5823          EDMUND                      AV                     LACO  91214, POUR CONCRETE BOND BEAM EXTEND MASONRY CHIMNEY WITH STEEL    . STUDS AND METAL FLUE USING L.A. CITY STANDARD DETAIL.        .                                                              ,,,
5704,BL,1302050070,02/05/2013 12:00:00 AM,02/05/2013 12:00:00 AM,03/07/2013 12:00:00 AM, SAME AS OWNER                                      ,6045005020,22,0,     ,0,4000,0, AR ,2178          FIRESTONE                   BL                     LOSA  90002," REMOVE UNPERMITTED STEEL STRUCTURE,REMOVE UNPERMITTED        . STORAGE STRUCTURE,REMOVE (2) MOBILE HOMES,PLUMBING AND       . ELECTRICAL                                                   ",,,
5797,BL,504180025,04/18/2005 12:00:00 AM,04/18/2005 12:00:00 AM,, BOTEZAN                            TITUS           ,8208008023,22,0,     ,0,5000,4, AR ,14839          PROCTOR                     AV   E                 LPUE  91745, REPAIR EXISTING ROLLUP DOOR W/NEW TUBE STEEL FRAME & BRACING .                                                              .                                                              ,,,
5800,BL,9912200014,12/20/1999 12:00:00 AM,01/24/2000 12:00:00 AM,02/07/2000 12:00:00 AM, SAME AS OWNER                                      ,3208021018,21,0,     ,875,13125,1, RR ,3851          GILLESPIE                   AV                     ACTN  93510," DETACHED CARPORT 25X35' DIRT FLOOR, OPEN ENDS,29 GAUGE STEEL .                                                              .                                                              ",,,
5840,BL,609140050,09/14/2006 12:00:00 AM,05/02/2007 12:00:00 AM,10/02/2008 12:00:00 AM, SHAROK YAVARI - WITHEE MALCOLM                     ,7351032005,22,0,5,0,30000,25, CR ,19210 -18  VERMONT                     AV   S                 GARD  90248," FENCE AND TRASH ENCLOSURES, STEEL FENCE GATE                 .                                                              .                                                              ",,,
